name,location,cuisine,top_dishes,price_for_2,dining_rating,dining_rating_count,delivery_rating,delivery_rating_count,features,price_category,cuisine_list,has_dine_in,has_delivery
Mcrennett,Gopalapuram,"['Bakery', ' Street Food']",Invalid,350,2.8,25,0.0,0,"['Breakfast', 'Home Delivery', 'Indoor Seating', 'Desserts and Bakes']",Affordable,"['Bakery', ' Street Food']",1,0
Mcrennett,Ashok Nagar,"['Bakery', ' Street Food']",Invalid,350,3.3,24,0.0,0,"['Breakfast', 'Home Delivery', 'Indoor Seating', 'Desserts and Bakes']",Affordable,"['Bakery', ' Street Food']",1,0
Mcrennett,Teynampet,"['Bakery', ' Street Food']",Invalid,350,2.8,14,0.0,0,"['Breakfast', 'Home Delivery', 'Indoor Seating', 'Pre-Ordering Required', 'Desserts and Bakes']",Affordable,"['Bakery', ' Street Food']",1,0
Mcrennett,Mandaveli,"['Bakery', ' Street Food']",Invalid,350,3.1,23,0.0,0,"['Breakfast', 'Home Delivery', 'Indoor Seating', 'Desserts and Bakes']",Affordable,"['Bakery', ' Street Food']",1,0
McRennett,Washermenpet,"['Bakery', ' Street Food']",Invalid,350,0.0,0,0.0,0,"['Home Delivery', 'Desserts and Bakes']",Affordable,"['Bakery', ' Street Food']",0,0
Mcrennett,Saidapet,"['Bakery', ' Street Food']",Invalid,350,3.3,15,0.0,0,"['Breakfast', 'Home Delivery', 'Indoor Seating', 'Pre-Ordering Required', 'Desserts and Bakes']",Affordable,"['Bakery', ' Street Food']",1,0
Mcrennett,Parrys,"['Bakery', ' Street Food']",Invalid,350,0.0,0,3.4,21,"['Breakfast', 'Home Delivery', 'Desserts and Bakes']",Affordable,"['Bakery', ' Street Food']",0,1
Mcrennett,Selaiyur,"['Bakery', ' Street Food']",Invalid,350,3.6,23,3.9,47,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes']",Affordable,"['Bakery', ' Street Food']",1,1
Mcrennett,West Mambalam,"['Bakery', ' Street Food']",Invalid,350,2.4,19,0.0,0,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes']",Affordable,"['Bakery', ' Street Food']",1,0
Mcrennett,Egmore,"['Bakery', ' Street Food']",Invalid,350,0.0,0,3.2,23,"['Breakfast', 'Home Delivery', 'Pre-Ordering Required', 'Desserts and Bakes']",Affordable,"['Bakery', ' Street Food']",0,1
Mcrennett,Triplicane,"['Bakery', ' Street Food']",Invalid,350,3.2,9,0.0,0,"['Breakfast', 'Home Delivery', 'Indoor Seating', 'Desserts and Bakes']",Affordable,"['Bakery', ' Street Food']",1,0
Mcrennett,Royapuram,"['Bakery', ' Street Food']",Invalid,350,3.1,15,0.0,0,"['Breakfast', 'Home Delivery', 'Indoor Seating', 'Pre-Ordering Required', 'Desserts and Bakes']",Affordable,"['Bakery', ' Street Food']",1,0
McRennett,Kilpauk,"['Bakery', ' Street Food']",Invalid,350,0.0,0,0.0,0,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes']",Affordable,"['Bakery', ' Street Food']",0,0
Mcrennett,Nungambakkam,"['Bakery', ' Street Food']",Invalid,350,0.0,0,3.9,28,"['Breakfast', 'Home Delivery', 'Desserts and Bakes']",Affordable,"['Bakery', ' Street Food']",0,1
Mcrennett,Kolathur,"['Bakery', ' Street Food']",Invalid,350,3.5,9,3.9,27,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes']",Affordable,"['Bakery', ' Street Food']",1,1
Mcrennett,Madipakkam,"['Bakery', ' Street Food']",Invalid,350,0.0,0,0.0,0,"['Home Delivery', 'Desserts and Bakes']",Affordable,"['Bakery', ' Street Food']",0,0
McRennett,Anna Nagar East,"['Bakery', ' Street Food']",Invalid,350,0.0,0,0.0,0,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes']",Affordable,"['Bakery', ' Street Food']",0,0
McRenett,Nanganallur,"['Bakery', ' Street Food']",Invalid,350,0.0,0,0.0,0,"['Breakfast', 'Home Delivery', 'Desserts and Bakes']",Affordable,"['Bakery', ' Street Food']",0,0
McRennett,Adambakkam,"['Bakery', ' Street Food']",Invalid,350,2.0,4,0.0,0,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes']",Affordable,"['Bakery', ' Street Food']",1,0
Mcrennett,Kilpauk,"['Bakery', ' Street Food']",Invalid,350,0.0,0,0.0,0,"['Breakfast', 'Takeaway Only', 'Pre-Ordering Required', 'Desserts and Bakes']",Affordable,"['Bakery', ' Street Food']",0,0
McRennett,T. Nagar,"['Bakery', ' Street Food']",Invalid,350,0.0,0,0.0,0,"['Home Delivery', 'Desserts and Bakes']",Affordable,"['Bakery', ' Street Food']",0,0
Mcrennett,Pallikaranai,"['Bakery', ' Street Food']",Invalid,350,0.0,0,0.0,0,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes']",Affordable,"['Bakery', ' Street Food']",0,0
Mcrennett,Valasaravakkam,"['Bakery', ' Street Food']",Invalid,350,0.0,0,0.0,0,"['Indoor Seating', 'Desserts and Bakes']",Affordable,"['Bakery', ' Street Food']",0,0
McRennett,Selaiyur,"['Bakery', ' Street Food']",Invalid,350,0.0,0,0.0,0,"['Breakfast', 'Home Delivery', 'Indoor Seating', 'Desserts and Bakes']",Affordable,"['Bakery', ' Street Food']",0,0
McRennett,Karapakkam,"['Bakery', ' Street Food']",Invalid,350,0.0,0,0.0,0,"['Breakfast', 'Home Delivery', 'Indoor Seating', 'Desserts and Bakes']",Affordable,"['Bakery', ' Street Food']",0,0
McRenett,Maduravoyal,"['Bakery', ' Street Food']",Invalid,350,0.0,0,0.0,0,"['Breakfast', 'Indoor Seating', 'Desserts and Bakes']",Affordable,"['Bakery', ' Street Food']",0,0
McRennett,Arumbakkam,"['Bakery', ' Street Food']",Invalid,350,0.0,0,0.0,0,"['Breakfast', 'Home Delivery', 'Indoor Seating', 'Desserts and Bakes']",Affordable,"['Bakery', ' Street Food']",0,0
Chocolake,Valasaravakkam,"['Bakery', ' Fast Food']",Invalid,350,3.3,9,3.9,36,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes']",Affordable,"['Bakery', ' Fast Food']",1,1
Chocolake,Porur,"['Bakery', ' Fast Food']",Invalid,350,2.0,4,3.9,20,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes', 'Pre-Ordering Required']",Affordable,"['Bakery', ' Fast Food']",1,1
Maggy Me,Perungudi,"['Fast Food', ' Momos']",Invalid,350,0.0,0,0.0,0,['Home Delivery'],Affordable,"['Fast Food', ' Momos']",0,0
Maggy Me,Velachery,"['Fast Food', ' Momos']",Invalid,350,0.0,0,0.0,0,['Home Delivery'],Affordable,"['Fast Food', ' Momos']",0,0
Maggy Me,Santhome,"['Fast Food', ' Momos']",Invalid,350,0.0,0,0.0,0,['Delivery Only'],Affordable,"['Fast Food', ' Momos']",0,0
Maggy Me,Medavakkam,"['Fast Food', ' Momos']",Invalid,350,0.0,0,0.0,0,['Home Delivery'],Affordable,"['Fast Food', ' Momos']",0,0
Anandhi Idly Kadai,Medavakkam,"['South Indian', ' Chinese']",Invalid,200,3.4,24,4.1,778,"['Home Delivery', 'Indoor Seating']",Budget,"['South Indian', ' Chinese']",1,1
Leo Coffee,Ambattur,"['Coffee', ' Tea', ' Beverages']",Invalid,250,2.0,4,0.0,0,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating']",Budget,"['Coffee', ' Tea', ' Beverages']",1,0
Leo Coffee,Velachery,"['Coffee', ' Tea', ' Beverages']",Invalid,250,2.0,4,0.0,0,"['Home Delivery', 'Indoor Seating']",Budget,"['Coffee', ' Tea', ' Beverages']",1,0
Leo Coffee,Mylapore,"['Coffee', ' Tea', ' Beverages']",Invalid,250,0.0,0,0.0,0,['Home Delivery'],Budget,"['Coffee', ' Tea', ' Beverages']",0,0
Leo Coffee,Anna Nagar East,"['Coffee', ' Tea', ' Beverages']",Invalid,250,0.0,0,0.0,0,"['Takeaway Only', 'Vegetarian Only']",Budget,"['Coffee', ' Tea', ' Beverages']",0,0
Leo Coffee,Washermenpet,"['Coffee', ' Tea', ' Beverages']",Invalid,250,0.0,0,0.0,0,"['Takeaway Only', 'Vegetarian Only']",Budget,"['Coffee', ' Tea', ' Beverages']",0,0
Leo Coffee,Mogappair,"['Coffee', ' Tea', ' Beverages']",Invalid,250,0.0,0,0.0,0,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating']",Budget,"['Coffee', ' Tea', ' Beverages']",0,0
Leo Coffee,Vadapalani,"['Coffee', ' Tea', ' Beverages']",Invalid,250,0.0,0,0.0,0,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating']",Budget,"['Coffee', ' Tea', ' Beverages']",0,0
Leo Coffee,Nanganallur,"['Coffee', ' Tea', ' Beverages']",Invalid,250,0.0,0,0.0,0,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating']",Budget,"['Coffee', ' Tea', ' Beverages']",0,0
Leo Coffee,Selaiyur,"['Coffee', ' Tea', ' Beverages']",Invalid,250,0.0,0,0.0,0,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating']",Budget,"['Coffee', ' Tea', ' Beverages']",0,0
Leo Coffee,Nandanam,"['Coffee', ' Tea', ' Beverages']",Invalid,250,0.0,0,0.0,0,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating']",Budget,"['Coffee', ' Tea', ' Beverages']",0,0
Leo Coffee,Sowcarpet,"['Coffee', ' Tea', ' Beverages']",Invalid,250,0.0,0,0.0,0,['Indoor Seating'],Budget,"['Coffee', ' Tea', ' Beverages']",0,0
Leo Coffee,Kodambakkam,"['Coffee', ' Tea', ' Beverages']",Invalid,250,0.0,0,0.0,0,['Indoor Seating'],Budget,"['Coffee', ' Tea', ' Beverages']",0,0
Leo Coffee,Perambur,"['Coffee', ' Tea', ' Beverages']",Invalid,250,0.0,0,0.0,0,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating']",Budget,"['Coffee', ' Tea', ' Beverages']",0,0
Leo Coffee,Besant Nagar,"['Coffee', ' Tea', ' Beverages']",Invalid,250,0.0,0,0.0,0,"['Home Delivery', 'Indoor Seating']",Budget,"['Coffee', ' Tea', ' Beverages']",0,0
Leo Coffee,Anna Nagar West,"['Coffee', ' Tea', ' Beverages']",Invalid,250,0.0,0,0.0,0,['Takeaway Only'],Budget,"['Coffee', ' Tea', ' Beverages']",0,0
Leo Coffee,Adyar,"['Coffee', ' Tea', ' Beverages']",Invalid,250,0.0,0,0.0,0,"['Home Delivery', 'Indoor Seating']",Budget,"['Coffee', ' Tea', ' Beverages']",0,0
Leo Coffee,West Mambalam,"['Coffee', ' Tea', ' Beverages']",Invalid,250,0.0,0,0.0,0,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating']",Budget,"['Coffee', ' Tea', ' Beverages']",0,0
Leo Coffee,Adambakkam,"['Coffee', ' Tea', ' Beverages']",Invalid,250,0.0,0,0.0,0,"['Vegetarian Only', 'Indoor Seating']",Budget,"['Coffee', ' Tea', ' Beverages']",0,0
Leo Coffee,Saidapet,"['Coffee', ' Tea', ' Beverages']",Invalid,250,0.0,0,0.0,0,"['Vegetarian Only', 'Indoor Seating']",Budget,"['Coffee', ' Tea', ' Beverages']",0,0
Leo Coffee,Triplicane,"['Coffee', ' Tea', ' Beverages']",Invalid,250,0.0,0,0.0,0,"['Home Delivery', 'Vegetarian Only']",Budget,"['Coffee', ' Tea', ' Beverages']",0,0
Leo Coffee,Purasavakkam,"['Coffee', ' Tea', ' Beverages']",Invalid,250,0.0,0,0.0,0,"['Breakfast', 'Vegetarian Only', 'Indoor Seating']",Budget,"['Coffee', ' Tea', ' Beverages']",0,0
Leo Coffee,Aminijikarai,"['Coffee', ' Tea', ' Beverages']",Invalid,250,0.0,0,0.0,0,"['Takeaway Only', 'Vegetarian Only', 'Standing Tables']",Budget,"['Coffee', ' Tea', ' Beverages']",0,0
Leo Coffee,Thiruvanmiyur,"['Coffee', ' Tea', ' Beverages']",Invalid,250,0.0,0,0.0,0,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating']",Budget,"['Coffee', ' Tea', ' Beverages']",0,0
Leo Coffee,Madipakkam,"['Coffee', ' Tea', ' Beverages']",Invalid,250,0.0,0,0.0,0,"['Takeaway Only', 'Vegetarian Only']",Budget,"['Coffee', ' Tea', ' Beverages']",0,0
Bro Pizza,Mylapore,['Italian'],Invalid,300,0.0,0,3.8,99,['Delivery Only'],Budget,['Italian'],0,1
Bro Pizza,Porur,['Italian'],Invalid,300,0.0,0,3.1,253,['Home Delivery'],Budget,['Italian'],0,1
Bro Pizza,Velachery,['Italian'],Invalid,300,0.0,0,3.1,298,['Delivery Only'],Budget,['Italian'],0,1
Bro Pizza,Sholinganallur,['Italian'],Invalid,250,0.0,0,0.0,0,"['Home Delivery', 'Indoor Seating']",Budget,['Italian'],0,0
The Brooklyn Creamery,Saligramam,['Ice Cream'],Invalid,150,0.0,0,0.0,0,['Delivery Only'],Budget,['Ice Cream'],0,0
The Brooklyn Creamery,Nungambakkam,['Ice Cream'],Invalid,150,0.0,0,0.0,0,"['Delivery Only', 'Desserts and Bakes']",Budget,['Ice Cream'],0,0
The Brooklyn Creamery,Anna Nagar West,['Ice Cream'],Invalid,150,0.0,0,0.0,0,"['Delivery Only', 'Desserts and Bakes']",Budget,['Ice Cream'],0,0
The Brooklyn Creamery,Karapakkam,['Ice Cream'],Invalid,150,0.0,0,0.0,0,"['Delivery Only', 'Desserts and Bakes']",Budget,['Ice Cream'],0,0
The Brooklyn Creamery,Vepery,['Ice Cream'],Invalid,150,0.0,0,0.0,0,['Delivery Only'],Budget,['Ice Cream'],0,0
The Brooklyn Creamery,Teynampet,['Ice Cream'],Invalid,150,0.0,0,0.0,0,['Delivery Only'],Budget,['Ice Cream'],0,0
The Brooklyn Creamery,Choolaimedu,['Ice Cream'],Invalid,150,0.0,0,0.0,0,['Delivery Only'],Budget,['Ice Cream'],0,0
The Brooklyn Creamery,Ashok Nagar,['Ice Cream'],Invalid,150,0.0,0,0.0,0,"['Delivery Only', 'Desserts and Bakes']",Budget,['Ice Cream'],0,0
The Brooklyn Creamery,Pallikaranai,['Ice Cream'],Invalid,150,0.0,0,0.0,0,['Delivery Only'],Budget,['Ice Cream'],0,0
The Brooklyn Creamery,Thuraipakkam,['Ice Cream'],Invalid,150,0.0,0,0.0,0,['Delivery Only'],Budget,['Ice Cream'],0,0
The Brooklyn Creamery,Abhiramapuram,['Ice Cream'],Invalid,150,0.0,0,0.0,0,['Delivery Only'],Budget,['Ice Cream'],0,0
The Brooklyn Creamery,Adyar,['Ice Cream'],Invalid,150,0.0,0,0.0,0,['Delivery Only'],Budget,['Ice Cream'],0,0
The Brooklyn Creamery,Mogappair,['Ice Cream'],Invalid,150,0.0,0,0.3,0,"['Delivery Only', 'Desserts and Bakes']",Budget,['Ice Cream'],0,1
The Brooklyn Creamery,St. Thomas Mount,['Ice Cream'],Invalid,150,0.0,0,0.3,0,"['Delivery Only', 'Desserts and Bakes']",Budget,['Ice Cream'],0,1
The Brooklyn Creamery,Velachery,['Ice Cream'],Invalid,150,0.0,0,0.0,0,['Delivery Only'],Budget,['Ice Cream'],0,0
The Brooklyn Creamery,Anna Nagar East,['Ice Cream'],Invalid,150,0.0,0,0.3,0,"['Delivery Only', 'Desserts and Bakes']",Budget,['Ice Cream'],0,1
The Brooklyn Creamery,Adambakkam,['Ice Cream'],Invalid,150,0.0,0,0.3,0,"['Delivery Only', 'Desserts and Bakes']",Budget,['Ice Cream'],0,1
The Brooklyn Creamery,Porur,['Ice Cream'],Invalid,150,0.0,0,0.3,0,"['Delivery Only', 'Desserts and Bakes']",Budget,['Ice Cream'],0,1
The Brooklyn Creamery,Kanchipuram District,['Ice Cream'],Invalid,150,0.0,0,0.3,0,"['Delivery Only', 'Desserts and Bakes']",Budget,['Ice Cream'],0,1
Wok In China,Velachery,['Chinese'],Invalid,300,0.0,0,2.7,269,['Delivery Only'],Budget,['Chinese'],0,1
Wok In China,Nungambakkam,['Chinese'],Invalid,300,0.0,0,3.3,200,['Delivery Only'],Budget,['Chinese'],0,1
Wok In China,Porur,['Chinese'],Invalid,300,0.0,0,3.3,393,['Home Delivery'],Budget,['Chinese'],0,1
Wok In China,Ashok Nagar,['Chinese'],Invalid,300,0.0,0,0.0,0,['Delivery Only'],Budget,['Chinese'],0,0
Fipola,Injambakkam,['Raw Meats'],Invalid,200,0.0,0,0.0,0,"['Breakfast', 'Home Delivery']",Budget,['Raw Meats'],0,0
Fipola,Thuraipakkam,['Raw Meats'],Invalid,200,0.0,0,0.0,0,"['Breakfast', 'Home Delivery']",Budget,['Raw Meats'],0,0
Fipola,Kodambakkam,['Raw Meats'],Invalid,200,0.0,0,3.4,17,"['Breakfast', 'Home Delivery']",Budget,['Raw Meats'],0,1
Fipola,Adyar,['Raw Meats'],Invalid,200,0.0,0,0.0,0,"['Breakfast', 'Home Delivery']",Budget,['Raw Meats'],0,0
Fipola,Anna Nagar East,['Raw Meats'],Invalid,200,0.0,0,0.0,0,"['Breakfast', 'Home Delivery']",Budget,['Raw Meats'],0,0
Fipola,Valasaravakkam,['Raw Meats'],Invalid,200,0.0,0,0.0,0,['Delivery Only'],Budget,['Raw Meats'],0,0
Fipola,T. Nagar,['Raw Meats'],Invalid,200,0.0,0,0.0,0,"['Breakfast', 'Home Delivery']",Budget,['Raw Meats'],0,0
Envee,Selaiyur,"['North Indian', ' South Indian']",Invalid,300,3.2,13,3.8,405,"['Home Delivery', 'Indoor Seating']",Budget,"['North Indian', ' South Indian']",1,1
Envee,Navallur,"['North Indian', ' South Indian']",Invalid,300,0.0,0,4.1,524,['Home Delivery'],Budget,"['North Indian', ' South Indian']",0,1
Envee,Porur,"['North Indian', ' South Indian']",Invalid,300,0.0,0,3.9,44,['Home Delivery'],Budget,"['North Indian', ' South Indian']",0,1
Envee,Adyar,"['North Indian', ' South Indian']",Invalid,300,0.0,0,3.6,84,['Home Delivery'],Budget,"['North Indian', ' South Indian']",0,1
Envee,Velachery,"['North Indian', ' South Indian']",Invalid,300,0.0,0,3.1,27,['Home Delivery'],Budget,"['North Indian', ' South Indian']",0,1
Pasta de Indifused,Nungambakkam,['Italian'],Invalid,450,0.0,0,4.0,255,['Delivery Only'],Affordable,['Italian'],0,1
Pasta De Indifused,Mylapore,['Italian'],Invalid,450,0.0,0,4.4,114,"['Breakfast', 'Delivery Only']",Affordable,['Italian'],0,1
Pasta de Indifused,Ashok Nagar,['Italian'],Invalid,450,0.0,0,0.0,0,['Delivery Only'],Affordable,['Italian'],0,0
Pasta de Indifused,Porur,['Italian'],Invalid,600,0.0,0,3.5,236,['Home Delivery'],Affordable,['Italian'],0,1
Hot Oven - Sweets and Bakers,Saidapet,"['Bakery', ' Beverages', ' Street Food']",Invalid,300,3.6,13,3.8,133,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes', 'Pre-Ordering Required']",Budget,"['Bakery', ' Beverages', ' Street Food']",1,1
Hot Oven - Sweets and Bakers,George Town,"['Bakery', ' Beverages', ' Street Food']",Invalid,300,0.0,0,4.0,296,"['Home Delivery', 'Pre-Ordering Required', 'Desserts and Bakes']",Budget,"['Bakery', ' Beverages', ' Street Food']",0,1
Hot Oven - Sweets and Bakers,Purasavakkam,"['Mithai', ' Bakery', ' Street Food']",Invalid,200,0.0,0,0.0,0,"['Indoor Seating', 'Desserts and Bakes']",Budget,"['Mithai', ' Bakery', ' Street Food']",0,0
Cafe Chocolicious,Gst Road,"['Fast Food', ' Beverages']",Invalid,500,3.0,6,0.0,0,"['Home Delivery', 'Outdoor Seating', 'Indoor Seating']",Affordable,"['Fast Food', ' Beverages']",1,0
Cafe Chocolicious,Mogappair,"['Fast Food', ' Beverages']",Invalid,500,0.0,0,0.0,0,"['Home Delivery', 'Indoor Seating']",Affordable,"['Fast Food', ' Beverages']",0,0
Mandarin Oak,Perambur,['Chinese'],Invalid,600,0.0,0,3.6,45,['Delivery Only'],Affordable,['Chinese'],0,1
Mandarin Oak,Nandanam,['Chinese'],Invalid,600,0.0,0,2.7,29,['Delivery Only'],Affordable,['Chinese'],0,1
Mandarin Oak,Tambaram,['Chinese'],Invalid,600,0.0,0,3.9,68,['Delivery Only'],Affordable,['Chinese'],0,1
Mandarin Oak,Avadi,['Chinese'],Invalid,600,0.0,0,3.8,61,['Delivery Only'],Affordable,['Chinese'],0,1
Mandarin Oak,Kanchipuram District,['Chinese'],Invalid,600,0.0,0,3.2,41,['Delivery Only'],Affordable,['Chinese'],0,1
Mandarin Oak,Madipakkam,['Chinese'],Invalid,600,0.0,0,3.8,26,['Delivery Only'],Affordable,['Chinese'],0,1
Mandarin Oak,Medavakkam,['Chinese'],Invalid,600,0.0,0,3.5,43,['Delivery Only'],Affordable,['Chinese'],0,1
Mandarin Oak,Gst Road,['Chinese'],Invalid,600,0.0,0,0.0,0,['Delivery Only'],Affordable,['Chinese'],0,0
Mandarin Oak,Ambattur,['Chinese'],Invalid,600,0.0,0,0.0,0,['Delivery Only'],Affordable,['Chinese'],0,0
Mandarin Oak,Ekkaduthangal,['Chinese'],Invalid,600,0.0,0,0.0,0,['Delivery Only'],Affordable,['Chinese'],0,0
Mandarin Oak,Triplicane,['Chinese'],Invalid,600,0.0,0,0.0,0,['Delivery Only'],Affordable,['Chinese'],0,0
Mandarin Oak,Nanganallur,['Chinese'],Invalid,600,0.0,0,0.0,0,['Delivery Only'],Affordable,['Chinese'],0,0
Mandarin Oak,Poonamalle,['Chinese'],Invalid,600,0.0,0,0.0,0,['Delivery Only'],Affordable,['Chinese'],0,0
Mandarin Oak,East Coast Road (Ecr),['Chinese'],Invalid,600,0.0,0,0.0,0,['Delivery Only'],Affordable,['Chinese'],0,0
New Arcot Biriyani,Porur,"['Hyderabadi', ' Biryani']",Invalid,250,3.3,12,0.0,0,"['Home Delivery', 'Free Parking', 'Indoor Seating']",Budget,"['Hyderabadi', ' Biryani']",1,0
Hotel New Arcot Biriyani & Catering Center,Gst Road,"['Chettinad', ' Chinese', ' North Indian', ' Biryani']",Invalid,300,3.7,11,0.0,0,"['Home Delivery', 'Indoor Seating']",Budget,"['Chettinad', ' Chinese', ' North Indian', ' Biryani']",1,0
Valasai New Arcot Biriyani,Ramapuram,"['Biryani', ' Chinese', ' Lebanese']",Invalid,400,3.3,8,0.0,0,['Indoor Seating'],Affordable,"['Biryani', ' Chinese', ' Lebanese']",1,0
Natural Fresh Ice Cream,Triplicane,['Ice Cream'],Invalid,150,3.1,22,0.0,0,"['Vegetarian Only', 'Outdoor Seating', 'Desserts and Bakes']",Budget,['Ice Cream'],1,0
Amirtha Ice Creams,Perambur,['Ice Cream'],Invalid,150,3.3,10,0.0,0,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Desserts and Bakes', 'Catering Available']",Budget,['Ice Cream'],1,0
Natural Fresh Ice Cream,Medavakkam,['Ice Cream'],Invalid,150,3.3,15,0.0,0,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Desserts and Bakes']",Budget,['Ice Cream'],1,0
Natural Fresh Ice Cream,Mogappair,['Ice Cream'],Invalid,150,3.4,16,0.0,0,"['Vegetarian Only', 'Indoor Seating', 'Desserts and Bakes']",Budget,['Ice Cream'],1,0
Natural Fresh Ice Cream,Perambur,['Ice Cream'],Invalid,150,2.4,11,0.0,0,"['Vegetarian Only', 'Desserts and Bakes', 'Indoor Seating']",Budget,['Ice Cream'],1,0
Natural Fresh Ice Cream,Washermenpet,['Ice Cream'],Invalid,150,2.9,11,0.0,0,"['Vegetarian Only', 'Indoor Seating', 'Desserts and Bakes']",Budget,['Ice Cream'],1,0
Natural Fresh Ice Cream,Purasavakkam,['Ice Cream'],Invalid,150,2.7,9,0.0,0,"['Vegetarian Only', 'Indoor Seating', 'Desserts and Bakes']",Budget,['Ice Cream'],1,0
Natural Fresh Ice Cream,Mandaveli,['Ice Cream'],Invalid,150,3.1,7,0.0,0,"['Desserts and Bakes', 'Indoor Seating']",Budget,['Ice Cream'],1,0
Amirtha Ice Creams,Washermenpet,['Ice Cream'],Invalid,150,3.0,6,0.0,0,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Desserts and Bakes']",Budget,['Ice Cream'],1,0
Amirtha Ice Creams,Triplicane,['Ice Cream'],Invalid,150,2.9,6,0.0,0,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Desserts and Bakes', 'Catering Available']",Budget,['Ice Cream'],1,0
Amirtha Ice Creams,Thiruvallur,['Ice Cream'],Invalid,150,0.0,0,0.0,0,"['Vegetarian Only', 'Desserts and Bakes', 'Indoor Seating']",Budget,['Ice Cream'],0,0
Amirtha Ice Creams,Red Hills,['Ice Cream'],Invalid,150,0.0,0,0.0,0,"['Vegetarian Only', 'Indoor Seating', 'Desserts and Bakes']",Budget,['Ice Cream'],0,0
Cake Talk,Pallavaram,['Bakery'],Invalid,300,2.8,8,0.0,0,"['Indoor Seating', 'Desserts and Bakes']",Budget,['Bakery'],1,0
Cake Talk,Porur,['Bakery'],Invalid,300,2.9,8,0.0,0,"['Home Delivery', 'Indoor Seating', 'Pre-Ordering Required', 'Desserts and Bakes']",Budget,['Bakery'],1,0
Cake Talk,Selaiyur,['Bakery'],Invalid,300,0.0,0,0.0,0,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes', 'Free Parking']",Budget,['Bakery'],0,0
Juice World,K.K. Nagar,"['Juices', ' Beverages', ' Sandwich', ' Fast Food']",Invalid,300,3.4,10,4.2,97,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating']",Budget,"['Juices', ' Beverages', ' Sandwich', ' Fast Food']",1,1
Juice World,Alandur,"['Beverages', ' Fast Food']",Invalid,300,2.0,4,3.9,42,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating']",Budget,"['Beverages', ' Fast Food']",1,1
Juice World,Palavakkam,"['Beverages', ' Fast Food']",Invalid,300,2.0,4,3.9,48,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating']",Budget,"['Beverages', ' Fast Food']",1,1
Hyku Foods,Saligramam,"['Healthy Food', ' South Indian']",Invalid,300,0.0,0,2.9,23,"['Breakfast', 'Home Delivery']",Budget,"['Healthy Food', ' South Indian']",0,1
